ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Taken
z,Red_Square,2 & 1 & 6,Red_Square,1,2.2
z,Red_Square,3 & 4 & 5,Blue_Tri,5,3.119999
z,Red_Square,3 & 4 & 5,Blue_Circle,2,2.199999
z,Red_Square,3 & 4 & 5,Red_Square,4,1.220001

