ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition,Shape Default Position,Shape Selected Timestamp
G5ysra,Green_Square,2 & 4,Green_Square,4,43.9946868419647,1600243789.64041,63735869390.9774,WM_Low_AL_High_VL_Low,35801.05,63735869390.525

