ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition
TrevMs,Blue_Circle,3 & 2,Blue_Circle,3,3.99813985824585,1599031077.6669,1599031078.89563,WM_Low_AL_Low_VL_Low

