ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Taken
aa,Blue_Circle,1 & 3,Blue_Circle,2,1.58
aa,Blue_Circle,1 & 3,Blue_Circle,2,1.159998
aa,Blue_Circle,1 & 3,Blue_Circle,1,1.360001
aa,Blue_Circle,1 & 3,Blue_Circle,3,1.780003
aa,Blue_Circle,1 & 3,Blue_Circle,1,1.619999
aa,Blue_Circle,1 & 3,Blue_Circle,1,1.019997
aa,Blue_Circle,1 & 3,Blue_Circle,2,1.540001
aa,Blue_Circle,1 & 3,Blue_Circle,1,2.079998

