ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition
TrevTs,Blue_Tri,2 & 3,Blue_Tri,3,43.9828736782074,1599564667.57161,1599564669.0782,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,2 & 3,Blue_Tri,3,35.9830927848816,1599564675.11196,1599564676.70612,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,2 & 3,Any -- DISTRACTOR AUDIO PROMPT,1,30.9833157062531,63735190281.8177,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,2 & 3,Blue_Tri,3,29.9849865436554,1599564681.12985,1599564682.68736,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,2 & 3,Blue_Tri,3,24.4997408390045,1599564687.15074,1599564688.31921,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,2 & 3,Blue_Tri,3,22.984659910202,1599564688.33317,1599564689.76248,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,2 & 3,Blue_Tri,3,17.9837205410004,1599564693.15107,1599564694.75395,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,2 & 3,Any -- DISTRACTOR AUDIO PROMPT,2,16.9849429130554,63735190296.0759,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,2 & 3,Blue_Tri,3,12.480482339859,1599564699.16867,1599564700.56393,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,2 & 3,Blue_Tri,3,6.48115515708923,1599564705.17056,1599564706.3747,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,2 & 3,Any -- TARGET AUDIO PROMPT,0,2.48428988456726,63735190310.4034,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,2 & 3,Blue_Tri,3,0.499450922012329,1599564711.19251,1599564712.28481,WM_Low_AL_High_VL_Low
TrevTs,Red_Circle,2 & 1,Red_Circle,3,43.4868836402893,1599564731.09101,1599564732.75176,WM_Low_AL_Low_VL_High
TrevTs,Red_Circle,2 & 1,Any -- DISTRACTOR AUDIO PROMPT,0,30.9858455657959,63735190345.3964,0,WM_Low_AL_Low_VL_High
TrevTs,Red_Circle,2 & 1,Blue_Circle,3,28.4840552806854,1599564732.76071,1599564747.88721,WM_Low_AL_Low_VL_High
TrevTs,Red_Circle,2 & 1,Blue_Circle,3,26.9847524166107,1599564747.89818,1599564749.279,WM_Low_AL_Low_VL_High

