ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition
TrevTs,Green_Tri,1 & 4,Green_Tri,4,42.4875376224518,1599563767.53457,1599563770.25844,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,1 & 4,Green_Tri,4,33.484879732132,1599563776.28979,1599563779.16737,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,1 & 4,Any -- TARGET AUDIO PROMPT,1,30.988169670105,63735189381.8596,0,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,1 & 4,Green_Tri,4,27.4861149787903,1599563782.30736,1599563785.28781,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,1 & 4,Any -- DISTRACTOR AUDIO PROMPT,2,16.485931634903,63735189396.1184,0,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,1 & 4,Green_Tri,4,16.485931634903,1599563787.59668,1599563796.30794,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,1 & 4,Green_Tri,4,8.48678779602051,1599563802.33088,1599563804.28889,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,1 & 4,Any -- TARGET AUDIO PROMPT,2,2.48571062088013,63735189410.4384,0,WM_Low_AL_High_VL_Low
TrevTs,Green_Circle,2 & 4,Green_Square,4,41.9865624904633,1599563833.11197,1599563836.276,WM_Low_AL_Low_VL_High
TrevTs,Green_Circle,2 & 4,Green_Square,3,35.9867050647736,1599563841.14828,1599563842.36761,WM_Low_AL_Low_VL_High
TrevTs,Green_Circle,2 & 4,Any -- TARGET AUDIO PROMPT,1,30.8765902519226,63735189447.4398,0,WM_Low_AL_Low_VL_High
TrevTs,Green_Circle,2 & 4,Green_Tri,1,25.7591075897217,1599563849.16899,1599563852.3758,WM_Low_AL_Low_VL_High
TrevTs,Green_Circle,2 & 4,Green_Tri,1,23.9839806556702,1599563833.11197,1599563854.32808,WM_Low_AL_Low_VL_High
TrevTs,Green_Circle,2 & 4,Green_Tri,1,22.9871234893799,1599563833.11197,1599563855.2894,WM_Low_AL_Low_VL_High
TrevTs,Green_Circle,2 & 4,Green_Tri,1,21.9848058223724,1599563852.38278,1599563856.6046,WM_Low_AL_Low_VL_High
TrevTs,Green_Circle,2 & 4,Any -- TARGET AUDIO PROMPT,3,16.4868683815002,63735189461.8286,0,WM_Low_AL_Low_VL_High
TrevTs,Green_Circle,2 & 4,Green_Circle,3,15.9872050285339,1599563833.11197,1599563862.30727,WM_Low_AL_Low_VL_High
TrevTs,Green_Circle,2 & 4,Green_Circle,3,7.98781394958496,1599563868.32933,1599563870.60686,WM_Low_AL_Low_VL_High
TrevTs,Green_Circle,2 & 4,Green_Circle,4,2.48296737670898,1599563874.3489,1599563875.77361,WM_Low_AL_Low_VL_High
TrevTs,Green_Circle,2 & 4,Any -- DISTRACTOR AUDIO PROMPT,1,1.98529958724976,63735189476.1366,0,WM_Low_AL_Low_VL_High

