ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition
TrevTs,Blue_Circle,3 & 1,Blue_Circle,3,43.4929342269897,1600092374.39086,1600092376.13227,WM_Low_AL_High_VL_Low
TrevTs,Blue_Circle,3 & 1,Any -- TARGET AUDIO PROMPT,3,30.9803621768951,63735717988.713,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Circle,3 & 1,Any -- DISTRACTOR AUDIO PROMPT,0,16.4989087581635,63735718003.0341,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Circle,3 & 1,Any -- DISTRACTOR AUDIO PROMPT,1,2.49644160270691,63735718017.3492,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Circle,4 & 3,Blue_Circle,4,38.987384557724,1600092472.58604,1600092478.7843,WM_Low_AL_Low_VL_High
TrevTs,Blue_Circle,4 & 3,Any -- TARGET AUDIO PROMPT,0,30.9787793159485,63735718086.9031,0,WM_Low_AL_Low_VL_High
TrevTs,Blue_Circle,4 & 3,Any -- DISTRACTOR AUDIO PROMPT,3,16.4917325973511,63735718101.1781,0,WM_Low_AL_Low_VL_High
TrevTs,Blue_Circle,4 & 3,Any -- DISTRACTOR AUDIO PROMPT,0,2.49421811103821,63735718115.4727,0,WM_Low_AL_Low_VL_High
TrevTs,Red_Tri,1 & 6 & 3 & 8,Red_Tri,1,42.9810590744019,1600092645.06606,1600092647.48917,WM_High_AL_Low_VL_Low
TrevTs,Red_Tri,1 & 6 & 3 & 8,Red_Tri,6,34.9995336532593,1600092653.53309,1600092655.3009,WM_High_AL_Low_VL_Low
TrevTs,Red_Tri,1 & 6 & 3 & 8,Any -- TARGET AUDIO PROMPT,1,30.9966564178467,63735718259.3927,0,WM_High_AL_Low_VL_Low
TrevTs,Red_Tri,1 & 6 & 3 & 8,Red_Tri,8,28.484441280365,1600092659.56025,1600092662.00142,WM_High_AL_Low_VL_Low
TrevTs,Red_Tri,1 & 6 & 3 & 8,Red_Tri,3,25.9906628131866,1600092662.01738,1600092664.32887,WM_High_AL_Low_VL_Low
TrevTs,Red_Tri,1 & 6 & 3 & 8,Red_Tri,8,22.48850274086,1600092665.55164,1600092667.74714,WM_High_AL_Low_VL_Low
TrevTs,Red_Tri,1 & 6 & 3 & 8,Any -- DISTRACTOR AUDIO PROMPT,1,16.4942352771759,63735718273.6725,0,WM_High_AL_Low_VL_Low
TrevTs,Red_Tri,1 & 6 & 3 & 8,Red_Tri,3,14.4872965812683,1600092671.56837,1600092675.66354,WM_High_AL_Low_VL_Low
TrevTs,Red_Tri,1 & 6 & 3 & 8,Red_Tri,6,10.4863119125366,1600092677.57483,1600092679.66652,WM_High_AL_Low_VL_Low
TrevTs,Red_Tri,1 & 6 & 3 & 8,Red_Tri,1,4.98440313339233,1600092683.60114,1600092685.421,WM_High_AL_Low_VL_Low
TrevTs,Red_Tri,1 & 6 & 3 & 8,Any -- TARGET AUDIO PROMPT,5,2.49189019203186,63735718288.0469,0,WM_High_AL_Low_VL_Low

