ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition
TrevTs,Blue_Tri,4 & 2,Blue_Tri,3,41.9837646484375,1599993593.24541,1599993596.36683,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,4 & 2,Blue_Tri,3,31.9838213920593,1599993602.3828,1599993606.48065,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,4 & 2,Any -- DISTRACTOR AUDIO PROMPT,1,30.983660697937,63735619207.5551,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,4 & 2,Blue_Tri,3,28.9828650951386,1599993606.48738,1599993609.56108,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,4 & 2,Blue_Tri,4,21.4832606315613,1599993615.58365,1599993617.2181,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,4 & 2,Blue_Tri,3,19.9832723140717,1599993617.22407,1599993618.72579,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,4 & 2,Any -- TARGET AUDIO PROMPT,1,16.483051776886,63735619221.875,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,4 & 2,Blue_Tri,4,14.4848396778107,1599993621.60282,1599993624.1105,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,4 & 2,Blue_Tri,3,9.48417854309082,1599993627.62368,1599993629.14969,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,4 & 2,Blue_Tri,3,2.98230695724487,1599993633.64334,1599993635.56401,WM_Low_AL_High_VL_Low
TrevTs,Blue_Tri,4 & 2,Any -- DISTRACTOR AUDIO PROMPT,2,2.48392152786255,63735619236.1728,0,WM_Low_AL_High_VL_Low
TrevTs,Red_Circle,1 & 4,Red_Square,4,41.4796893596649,1599993676.7607,1599993680.56874,WM_Low_AL_Low_VL_High
TrevTs,Red_Circle,1 & 4,Red_Square,1,35.9990549087524,1599993684.78264,1599993686.14171,WM_Low_AL_Low_VL_High
TrevTs,Red_Circle,1 & 4,Any -- TARGET AUDIO PROMPT,3,30.9799957275391,63735619291.0737,0,WM_Low_AL_Low_VL_High
TrevTs,Red_Circle,1 & 4,Any -- TARGET AUDIO PROMPT,3,16.4800701141357,63735619305.3944,0,WM_Low_AL_Low_VL_High
TrevTs,Red_Circle,1 & 4,Red_Tri,3,12.9997134208679,1599993676.7607,1599993709.14599,WM_Low_AL_Low_VL_High
TrevTs,Red_Circle,1 & 4,Red_Square,4,11.4997494220734,1599993709.15271,1599993710.34342,WM_Low_AL_Low_VL_High
TrevTs,Red_Circle,1 & 4,Red_Circle,4,5.49992895126343,1599993676.7607,1599993716.52954,WM_Low_AL_Low_VL_High
TrevTs,Red_Circle,1 & 4,Any -- DISTRACTOR AUDIO PROMPT,2,2.47999215126038,63735619319.6515,0,WM_Low_AL_Low_VL_High

