ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition,Shape Default Position
TrevTs,Red_Tri,2 & 1,Red_Tri,3,41.4714066982269,1600240862.91094,1600240866.83095,WM_Low_AL_High_VL_Low,(22114.2, 26110.6, 10.0)

