ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition
TrevTs,Blue_Square,4 & 1,Blue_Square,4,42.984176158905,1599562009.68086,1599562011.69469,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,4 & 1,Blue_Square,4,34.4848868846893,1599562017.71593,1599562020.29123,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,4 & 1,Blue_Square,4,33.4856052398682,1599562020.29921,1599562021.52637,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,4 & 1,Blue_Square,4,31.9855012893677,1599562021.53338,1599562022.80906,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,4 & 1,Any -- TARGET AUDIO PROMPT,3,30.9846603870392,63735187623.9899,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,4 & 1,Blue_Square,4,26.9864082336426,1599562023.7356,1599562027.72437,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,4 & 1,Blue_Square,4,23.486499786377,1599562029.79253,1599562031.52064,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,4 & 1,Any -- DISTRACTOR AUDIO PROMPT,1,16.4848194122314,63735187638.2884,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,4 & 1,Any -- DISTRACTOR AUDIO PROMPT,0,2.485107421875,63735187652.5668,0,WM_Low_AL_High_VL_Low

