ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition
TrevTs,Green_Tri,4 & 1,Green_Tri,1,32.9925248622894,1599567672.26292,1599567684.42225,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 1,Any -- TARGET AUDIO PROMPT,0,30.9929227828979,63735193286.5854,0,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 1,Green_Tri,4,21.4912915229797,1599567690.45184,1599567695.98103,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 1,Any -- DISTRACTOR AUDIO PROMPT,0,16.4916734695435,63735193300.8817,0,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 1,Green_Tri,4,12.9918756484985,1599567696.45353,1599567704.62727,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 1,Green_Tri,4,5.49232363700867,1599567710.65134,1599567712.06978,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 1,Any -- DISTRACTOR AUDIO PROMPT,0,2.49183297157288,63735193315.1814,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Circle,1 & 2,Green_Circle,4,41.4984695911407,1599567823.32759,1599567827.06632,WM_Low_AL_Low_VL_High
TrevTs,Blue_Circle,1 & 2,Any -- DISTRACTOR AUDIO PROMPT,0,30.9989326000214,63735193437.5792,0,WM_Low_AL_Low_VL_High
TrevTs,Blue_Circle,1 & 2,Any -- DISTRACTOR AUDIO PROMPT,0,16.4990537166595,63735193451.8388,0,WM_Low_AL_Low_VL_High
TrevTs,Blue_Circle,1 & 2,Any -- TARGET AUDIO PROMPT,1,2.49966812133789,63735193466.1617,0,WM_Low_AL_Low_VL_High

