ID,Mouse Position (x/y),Current Time (ms)
11,(711/415),2440
11,(1012/345),2500
11,(1514/99),2620
11,(1578/62),2720
11,(1509/49),2940
11,(1508/49),3080
11,(1508/49),3220
11,(1508/49),3280
11,(1508/49),3420
11,(1489/47),3540
11,(1302/30),3660
11,(1383/29),3800
11,(1472/27),3920
11,(1477/33),4040
11,(1477/34),4160
11,(1477/34),4340
11,(1477/34),4460
11,(1477/34),4560
11,(1477/34),4680
11,(1477/34),4800
11,(1477/34),4920
11,(1477/34),5040
11,(1477/34),5140
11,(1477/34),5320
11,(1477/34),5440
11,(1477/34),5580
11,(1477/34),5700
11,(1477/34),5800
11,(1477/34),5900
11,(1477/34),6000
11,(1477/34),6120
11,(1477/34),6300
11,(1477/34),6440
11,(1477/34),6560
11,(1477/34),6680
11,(1477/34),6800
11,(1477/34),6900
11,(1477/34),7100
11,(1477/34),7220
11,(1410/95),7340
11,(1382/117),7480
11,(1381/118),7600
11,(1381/118),7760
11,(1381/118),7820
11,(1381/118),7940
11,(1381/118),8040
11,(1230/199),8160
11,(914/261),8300
11,(841/291),8440
11,(841/292),8559.999
11,(835/317),8700
11,(830/328),8800
11,(830/328),8940
11,(830/328),9040
11,(831/324),9160
11,(831/322),9280
11,(834/293),9400
11,(834/252),9519.999
11,(834/252),9639.999
11,(834/252),9800
11,(822/302),9940
11,(817/326),10060
11,(817/326),10180
11,(817/326),10280
11,(817/326),10380
11,(817/326),10580
11,(817/326),10580
11,(817/326),10720
11,(943/298),10840
11,(1386/112),10960
11,(1404/98),11080
11,(1513/54),11220
11,(1508/56),11340
11,(1503/58),11520
11,(1503/58),11660
11,(1489/61),11800
11,(1213/131),11920
11,(1223/132),12060
11,(1383/83),12240
11,(1393/81),12400
11,(1423/71),12620
11,(1440/69),12720
11,(1442/68),12840
11,(1442/67),12960
11,(1442/67),13120
11,(1442/67),13260
11,(1442/67),13440
11,(1283/173),13580
11,(1046/605),13700
11,(1388/818),13840
11,(1200/903),13960
11,(742/842),14140
11,(732/855),14280
11,(732/856),14460
11,(732/856),14580
11,(732/855),14700
11,(732/855),14800
11,(732/855),14920
11,(732/855),15040
11,(732/855),15160
11,(732/855),15300
11,(337/790),15480
11,(319/783),15600
11,(319/783),15740
11,(319/783),15840
11,(319/783),15960
11,(319/783),16060
11,(187/783),16180
11,(-1450/316),16320
11,(-1471/288),16480
11,(-1377/374),16620
11,(-1292/393),16740
11,(-1199/360),16860
11,(-1064/380),17000
11,(-948/402),17160
11,(-969/444),17320
11,(-1046/512),17520
11,(-1053/521),17640
11,(-1053/521),17760
11,(-1053/521),17880
11,(-1053/521),18000
11,(-1053/521),18180
11,(-1053/521),18280
11,(-1053/521),18500
11,(-1053/521),18640
11,(-1053/521),18760
11,(-1053/521),18900
11,(696/854),19020
11,(696/854),19180
11,(696/854),19300
11,(696/854),19480
11,(696/854),19620
11,(696/854),19720
11,(696/854),19860
11,(696/854),19980
11,(696/854),20140
11,(696/854),20240
11,(696/854),20460
11,(696/854),20580
11,(696/854),20720
11,(696/854),20840
11,(696/854),20940
11,(696/854),21060
11,(696/854),21180
11,(696/854),21300
11,(696/854),21460
11,(696/854),21600
11,(696/854),21700
11,(696/854),21820
11,(695/854),21940
11,(694/853),22080
11,(694/853),22200
11,(694/853),22300
11,(694/853),22520
11,(807/858),22660
11,(848/858),22800
11,(848/858),22920
11,(848/858),23040
11,(848/858),23200
11,(848/858),23300
11,(848/858),23420
11,(848/858),23540
11,(848/858),23680
11,(848/858),23780
11,(848/858),23900
11,(848/858),24020
11,(496/2056),24180
11,(488/2055),24320
11,(482/2033),24560
11,(481/2031),24660
11,(481/2031),24780
11,(481/2031),24900
11,(481/2031),25020
11,(481/2031),25140
11,(481/2031),25260
11,(480/2031),25400
11,(480/2031),25580
11,(480/2031),25700
11,(480/2031),25840
11,(480/2031),25940
11,(480/2031),26060
11,(480/2031),26200
11,(480/2031),26300
11,(480/2031),26440

