ID,Mouse Position (x/y),Current Time (ms)
11,(724/434),3260
11,(1093/277),3340
11,(1101/273),3460
11,(1101/273),3580
11,(1164/252),3700
11,(1340/152),3840
11,(1413/109),3960
11,(1458/70),4080
11,(1461/66),4200
11,(1461/66),4300
11,(1461/66),4360
11,(1461/66),4480
11,(1461/66),4600
11,(1461/66),4720
11,(1461/66),4820
11,(1461/66),4960
11,(1461/66),5080
11,(1461/66),5180
11,(1461/66),5320
11,(1461/66),5460
11,(1461/66),5600
11,(1461/66),5720
11,(1461/66),5820
11,(1461/66),5960
11,(1461/66),6080
11,(1461/66),6200
11,(1461/66),6300
11,(1461/66),6400
11,(1461/66),6480
11,(1461/66),6600
11,(1461/66),6700
11,(1452/75),6840
11,(1426/110),6940
11,(1426/110),7040
11,(1426/110),7120
11,(1426/110),7240
11,(1395/116),7380
11,(855/294),7520
11,(741/336),7640
11,(727/349),7760
11,(727/349),7860
11,(727/349),7900
11,(727/349),8020
11,(727/349),8140
11,(727/349),8240
11,(651/346),8360
11,(-103/212),8480
11,(-132/209),8639.999
11,(-132/209),8740
11,(-132/209),8840
11,(-132/209),8980
11,(-132/209),9080
11,(-132/209),9220
11,(-132/209),9360
11,(-132/209),9460
11,(-132/209),9559.999
11,(-132/209),9660
11,(-132/209),9780
11,(-132/209),9920
11,(-132/208),10040
11,(-132/208),10160
11,(-132/208),10280
11,(-132/208),10400
11,(-132/208),10540
11,(-132/208),10660
11,(-132/208),10760
11,(-132/208),10860
11,(-132/208),11020
11,(-96/243),11140
11,(-77/260),11260
11,(-107/246),11380
11,(-195/204),11500
11,(-203/202),11620
11,(-203/202),11720
11,(-203/202),11840
11,(-203/202),12100
11,(-203/202),12220
11,(-203/202),12340
11,(-203/202),12460
11,(-203/202),12600
11,(-203/202),12720
11,(-203/202),12840
11,(-203/202),12980
11,(-203/202),13100
11,(-203/202),13240
11,(-203/202),13340
11,(-203/202),13460
11,(-203/202),13620
11,(-203/202),13740
11,(-203/202),13940
11,(-203/202),14080
11,(-203/202),14200
11,(-203/202),14340
11,(-203/202),14440
11,(-203/202),14540
11,(-203/202),14660
11,(-203/202),14760
11,(-203/202),14960
11,(-203/202),15060
11,(-203/202),15180
11,(-203/202),15320
11,(-203/202),15460
11,(-203/202),15620
11,(-203/202),15760
11,(-203/202),15940
11,(-203/202),16060
11,(-203/202),16160
11,(-203/202),16260
11,(-203/202),16400
11,(-203/202),16500
11,(-203/202),16620
11,(-203/202),16740
11,(-203/202),16860
11,(-203/202),17060
11,(-203/202),17200
11,(-203/202),17300
11,(-203/202),17440
11,(-203/202),17560
11,(-203/202),17680
11,(-203/202),17800
11,(-203/202),17920
11,(-203/202),18100
11,(-203/202),18200
11,(-203/202),18320
11,(-203/202),18440
11,(-203/202),18540
11,(-203/202),18660
11,(-203/202),18780
11,(-203/202),18900
11,(-203/202),19000
11,(-203/202),19120
11,(-203/202),19260
11,(-203/202),19380
11,(-203/202),19500
11,(-203/202),19620
11,(-203/202),19740
11,(-203/202),19880
11,(-203/202),20060
11,(-203/202),20160
11,(-203/202),20280
11,(-203/202),20400
11,(-203/202),20520
11,(-203/202),20660
11,(-203/202),20780
11,(474/2009),20880

