ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Taken
Mohamed,Green_Square,3 & 6 & 1,Green_Square,3,3.44
Mohamed,Blue_Square,2 & 1 & 4 & 6,Blue_Square,2,1.299999
Mohamed,Blue_Square,2 & 1 & 4 & 6,Blue_Square,1,1.360001
Mohamed,Blue_Square,2 & 1 & 4 & 6,Red_Square,5,1.360001
Mohamed,Blue_Square,2 & 1 & 4 & 6,Blue_Tri,3,1.66
Mohamed,Blue_Square,2 & 1 & 4 & 6,Blue_Square,2,1.960003
Mohamed,Blue_Square,3 & 5 & 7 & 8,Blue_Square,1,1.82
Mohamed,Red_Circle,2 & 4,Red_Circle,2,1.939999

