ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Taken
1321,Red_Tri,3 & 1,Red_Tri,2,2.299988
1321,Red_Tri,2 & 4,Red_Tri,3,1.459991
1321,Red_Tri,2 & 4,Red_Tri,3,1.359985
1321,Red_Tri,1 & 3,Red_Tri,1,1.279999
1321,Red_Tri,1 & 3,Red_Tri,3,1.140015
1321,Red_Tri,1 & 3,Red_Tri,3,1.160004
1321,Red_Tri,1 & 3,Red_Tri,3,1.220001
1321,Red_Tri,2 & 4,Red_Tri,1,1.279999
1321,Red_Tri,2 & 4,Red_Tri,4,1.47998
1321,Red_Tri,2 & 4,Red_Tri,1,1.339996
1321,Red_Tri,2 & 4,Red_Tri,3,1.180023
1321,Red_Tri,2 & 4,Red_Tri,1,1.139984
1321,Blue_Circle,2 & 4,Blue_Circle,2,1.440002
1321,Blue_Circle,2 & 4,Blue_Circle,4,2.120026
1321,Blue_Circle,2 & 4,Red_Circle,2,1.23999
1321,Blue_Circle,2 & 4,Red_Circle,2,1.619995
1321,Blue_Circle,1 & 3,Red_Circle,4,1.359985
1321,Blue_Circle,2 & 4,Red_Circle,2,1.52002
1321,Blue_Circle,2 & 4,Blue_Circle,2,2.279999
1321,Red_Tri,1 & 2,Red_Tri,1,2.279999
1321,Red_Tri,1 & 2,Red_Tri,2,0.9599915
1321,Red_Tri,3 & 4,Red_Tri,2,1.059998
1321,Red_Tri,3 & 4,Red_Tri,2,1.5
1321,Red_Tri,3 & 4,Red_Tri,2,1.220001
1321,Red_Tri,3 & 4,Red_Tri,1,1.5
1321,Red_Tri,3 & 4,Red_Tri,2,1.139984

