ID,Mouse Position (x/y),Current Time (ms)
1,(775/414),2580
1,(1003/318),2640
1,(1221/201),2760
1,(1317/150),2900
1,(1440/79),3020
1,(1490/57),3120
1,(1493/54),3240
1,(1493/54),3380
1,(1493/54),3440
1,(1493/54),3580
1,(1493/54),3680
1,(1493/54),3820
1,(1493/54),3960
1,(1493/54),4060
1,(1493/54),4180
1,(1493/54),4300
1,(1493/54),4420
1,(1493/54),4480
1,(1493/54),4580
1,(1493/54),4680
1,(1453/89),4820
1,(1447/94),4920
1,(1447/94),5040
1,(1447/94),5120
1,(1426/97),5280
1,(1023/274),5400
1,(932/350),5520
1,(909/370),5640
1,(909/370),5760
1,(909/370),5880
1,(909/339),6000
1,(909/339),6100
1,(1271/228),6220
1,(1272/227),6320
1,(1457/89),6540
1,(1475/69),6640
1,(1492/46),6760
1,(1493/45),6880
1,(1493/45),7000
1,(1493/45),7120
1,(1493/45),7240
1,(1490/47),7360
1,(1004/553),7460
1,(836/634),7580
1,(806/642),7700
1,(803/648),7820
1,(785/683),7960
1,(780/692),8080
1,(703/472),8280
1,(700/464),8420
1,(700/464),8519.999
1,(700/464),8639.999
1,(700/464),8760
1,(700/464),8880
1,(700/464),9019.999
1,(700/464),9120
1,(700/464),9240
1,(59/405),9400
1,(-307/310),9500
1,(-329/309),9620
1,(-329/309),9719.999
1,(-329/309),9840
1,(-329/309),9980
1,(-329/309),10080
1,(-329/309),10280
1,(-329/309),10420
1,(-310/283),10560
1,(-262/221),10680
1,(-258/209),10800
1,(-258/208),10980
1,(-258/208),11080
1,(-258/208),11200
1,(-258/208),11320
1,(-258/208),11460
1,(-258/208),11600
1,(-258/208),11700
1,(-258/208),11800
1,(-258/208),11920
1,(-258/208),12040
1,(-258/208),12160
1,(-258/208),12260
1,(-258/208),12400
1,(-258/208),12540
1,(-258/208),12640
1,(-258/208),12760
1,(-258/208),12900
1,(-258/208),13000
1,(-258/208),13120
1,(-258/208),13240
1,(-258/208),13420
1,(-258/208),13540
1,(-258/208),13660
1,(-258/208),13800
1,(-258/208),13920
1,(-258/208),14060
1,(-258/208),14160
1,(-258/208),14280
1,(-258/208),14420
1,(-258/208),14520
1,(-258/208),14620
1,(-258/208),14720
1,(-258/208),14860
1,(-258/208),14980
1,(-258/208),15080
1,(-258/208),15220
1,(-258/208),15360
1,(-258/208),15460
1,(-258/208),15580
1,(-258/208),15700
1,(-258/208),15820
1,(-258/208),15960
1,(-258/208),16080
1,(-258/208),16200
1,(-258/208),16380
1,(-258/208),16480
1,(-258/208),16600
1,(-258/208),16720
1,(-258/208),16880
1,(-258/208),17000
1,(-258/208),17200
1,(-258/208),17340
1,(-258/208),17480
1,(-258/208),17620
1,(-258/208),17740
1,(-258/208),17860
1,(-258/208),17960
1,(-258/208),18080
1,(-258/208),18280
1,(-258/208),18400
1,(-258/208),18520
1,(-258/208),18640
1,(-258/208),18760
1,(-258/208),18880
1,(-258/208),19000
1,(-258/208),19120
1,(-258/208),19320
1,(-258/208),19420
1,(-258/208),19560
1,(-258/208),19680
1,(-258/208),19780
1,(-258/208),19920
1,(-258/208),20060
1,(-258/208),20180
1,(475/2033),20380

