ID,Mouse Position (x/y),Current Time (ms)
1,(759/434),25880
1,(871/428),25980
1,(1386/334),26100
1,(1411/315),26200
1,(1454/184),26320
1,(1503/109),26420
1,(1503/108),26560
1,(1503/108),26680
1,(1504/60),26740
1,(1504/60),26860
1,(1518/60),26980
1,(1538/60),27080
1,(1538/60),27200
1,(1538/60),27300
1,(1538/60),27440
1,(1538/60),27540
1,(1538/60),27660
1,(1538/60),27780
1,(1538/60),27920
1,(1538/60),28040
1,(1538/60),28140
1,(1538/60),28260
1,(1538/60),28320
1,(1538/60),28380
1,(1538/60),28520
1,(1538/60),28640
1,(1202/211),28760
1,(969/360),28880
1,(895/339),29000
1,(864/342),29100
1,(864/342),29240
1,(780/521),29300
1,(728/533),29420
1,(655/648),29540
1,(1437/183),29660
1,(1687/-20),29760
1,(1687/-20),29860
1,(1568/12),30000
1,(1564/22),30100
1,(1562/37),30200
1,(1562/38),30300
1,(1562/38),30460
1,(1243/351),30580
1,(975/639),30680
1,(832/682),30820
1,(829/698),30940
1,(823/525),31080
1,(810/455),31180
1,(807/454),31280
1,(777/446),31400
1,(683/419),31500
1,(683/419),31620
1,(643/515),31740
1,(597/642),31840
1,(587/666),31960
1,(583/682),32080
1,(469/442),32180
1,(459/417),32300
1,(460/418),32400
1,(460/418),32520
1,(748/597),32620
1,(822/617),32760
1,(820/651),32880
1,(820/662),33000
1,(857/585),33120
1,(898/503),33240
1,(934/468),33440
1,(934/468),33560
1,(1005/651),33760
1,(1011/678),33880
1,(1019/699),33980
1,(1129/556),34080
1,(1149/507),34180
1,(1163/490),34300
1,(1163/490),34400
1,(1181/470),34500
1,(1182/469),34600
1,(906/656),34820
1,(824/705),34940
1,(773/738),35040
1,(773/738),35160
1,(773/650),35280
1,(773/624),35380
1,(773/624),35500
1,(773/621),35600
1,(796/654),35840
1,(807/674),35960
1,(764/550),36080
1,(733/454),36180
1,(733/454),36320
1,(733/454),36420
1,(744/509),36540
1,(809/650),36660
1,(812/658),36760
1,(812/659),36860
1,(812/659),36980
1,(723/496),37080
1,(662/353),37180
1,(663/355),37280
1,(666/357),37400
1,(666/357),37520
1,(665/595),37660
1,(651/674),37760
1,(648/689),37880
1,(956/481),38000
1,(964/467),38100
1,(989/438),38200
1,(994/434),38320
1,(993/434),38420
1,(993/434),38520
1,(978/452),38640
1,(749/611),38780
1,(641/682),38900
1,(601/709),39040
1,(935/425),39160
1,(1041/333),39280
1,(1040/334),39380
1,(1040/334),39500
1,(1040/334),39600
1,(706/1415),39740
1,(614/1928),39900
1,(594/1931),40020
1,(568/2001),40140
1,(556/2024),40260
1,(551/2027),40380

