ID,Mouse Position (x/y),Current Time (ms)
1,(755/409),5500
1,(755/409),5580
1,(755/409),5680
1,(755/409),5800
1,(755/409),5900
1,(755/408),6040
1,(755/405),6140
1,(755/405),6240
1,(755/405),6400
1,(720/404),6500
1,(-93/334),6620
1,(-187/283),6720
1,(-195/285),6980
1,(-192/309),7100
1,(-187/332),7220
1,(-184/354),7340
1,(-182/378),7480
1,(-182/390),7600
1,(-182/391),7800
1,(-182/392),7940
1,(-182/393),8040
1,(-181/393),8160
1,(-181/393),8280
1,(-181/393),8400
1,(-181/393),8500
1,(-181/393),8620
1,(-181/393),8740
1,(-181/393),8900
1,(-181/393),9019.999
1,(-181/393),9120
1,(-181/393),9260
1,(-181/393),9360
1,(-181/393),9500
1,(-181/393),9639.999
1,(-181/393),9740
1,(-181/393),9860
1,(-181/393),10020
1,(-181/393),10140
1,(-181/393),10240
1,(-181/393),10360
1,(-181/393),10480
1,(-181/393),10600
1,(-181/393),10700
1,(-181/393),10840
1,(-181/393),10960
1,(-181/393),11080
1,(-181/393),11180
1,(-181/393),11320
1,(-181/393),11440
1,(-181/393),11560
1,(-181/393),11680
1,(-181/393),11840
1,(-181/393),11960
1,(-181/393),12060
1,(-181/393),12200
1,(-181/393),12300
1,(-181/393),12420
1,(-181/393),12540
1,(-181/393),12660
1,(-181/393),12760
1,(-181/393),12900
1,(-181/393),13000
1,(-181/393),13120
1,(-181/393),13220
1,(-181/393),13320
1,(-181/393),13440
1,(-181/393),13560
1,(-181/393),13700
1,(-181/393),13820
1,(-181/393),13980
1,(-181/393),14100
1,(-181/393),14220
1,(-181/393),14340
1,(-181/393),14460
1,(-181/393),14560
1,(-181/393),14760
1,(-181/393),14860
1,(-181/393),14980
1,(-181/393),15100
1,(-181/393),15200
1,(-181/393),15320
1,(-181/393),15440
1,(-181/393),15540
1,(-181/393),15720
1,(-181/393),15860
1,(-181/393),15960
1,(-181/393),16080
1,(-181/393),16180
1,(-181/393),16300
1,(-181/393),16400
1,(-181/393),16520
1,(-181/393),16620
1,(-181/393),16740
1,(-181/393),16860
1,(-181/393),16980
1,(-181/393),17080
1,(-181/393),17200
1,(-181/393),17320
1,(-181/393),17420
1,(-181/393),17560
1,(-181/393),17680
1,(-181/393),17780
1,(-181/393),17900
1,(-181/393),18020
1,(-181/393),18140
1,(-181/393),18240
1,(-181/393),18360
1,(-181/393),18460
1,(-181/393),18560
1,(-181/393),18680
1,(-181/393),18780
1,(-181/393),18960
1,(-181/393),19060
1,(-181/393),19160
1,(-181/393),19280
1,(-181/393),19400
1,(-181/393),19540
1,(-181/393),19660
1,(-181/393),19760
1,(-181/393),19880
1,(-181/393),20000
1,(-181/393),20100
1,(-181/393),20220
1,(-181/393),20340
1,(-181/393),20460
1,(-181/393),20580
1,(-181/393),20720
1,(-181/393),20860
1,(-181/393),20980
1,(-181/393),21100
1,(-181/393),21200
1,(-181/393),21320
1,(-181/393),21440
1,(-181/393),21540
1,(461/2023),21660

