ID,Mouse Position (x/y),Current Time (ms)
1,(792/434),4120
1,(1373/287),4260
1,(1359/286),4380
1,(1408/156),4520
1,(1460/68),4720
1,(1469/60),4820
1,(1471/60),4940
1,(1472/60),5040
1,(1472/60),5120
1,(1472/60),5240
1,(1472/60),5340
1,(1472/60),5480
1,(1472/60),5580
1,(1472/60),5700
1,(1472/60),5820
1,(1472/60),6000
1,(1472/60),6120
1,(1472/60),6240
1,(1472/60),6360
1,(1472/60),6500
1,(1472/60),6600
1,(1472/60),6720
1,(1472/60),6840
1,(1472/60),6940
1,(1472/60),7060
1,(1472/60),7180
1,(1472/60),7260
1,(1472/60),7360
1,(1460/86),7480
1,(1460/88),7600
1,(-169/1569),7680
1,(-1254/1500),7820
1,(-1264/1529),7940
1,(-1738/1837),8060
1,(-1893/1855),8160
1,(-1999/1872),8260
1,(-2044/1881),8460
1,(-2041/1848),8580
1,(-2040/1846),8800
1,(-2040/1846),8960
1,(-2040/1846),9059.999
1,(-2218/1694),9200
1,(-2321/1646),9320
1,(-2324/1646),9440
1,(-2324/1646),9540
1,(-2324/1646),9660
1,(-2006/1670),9780
1,(1157/1098),10100
1,(1157/1098),10280
1,(1333/879),10500
1,(1337/874),10640
1,(905/336),10960
1,(883/328),11300
1,(878/328),11640
1,(-2070/484),11640
1,(-2080/614),11980
1,(-2080/614),12260
1,(-2080/614),12400
1,(-2080/614),12500
1,(-2781/574),12780
1,(-2781/574),12900
1,(-2781/574),13060
1,(-2781/574),13160
1,(-2781/574),13320
1,(-2781/574),13420
1,(-2781/574),13580
1,(-2781/574),13680
1,(-2781/574),13800
1,(-2781/574),13920
1,(-2781/574),14180
1,(-2781/574),14280
1,(-2781/574),14400
1,(-2781/574),14520
1,(-2803/435),14660
1,(-2854/177),14780
1,(-2854/177),14880
1,(-2854/177),15060
1,(-2854/177),15220
1,(-2854/177),15340
1,(-2854/200),15460
1,(-2891/493),15560
1,(-2904/526),15680
1,(-2904/526),15820
1,(-2904/526),16000
1,(-2904/526),16180
1,(-2904/526),16300
1,(-2904/526),16420
1,(-2904/526),16560
1,(-2840/420),16680
1,(-2794/331),16820
1,(-2798/256),16960
1,(-2807/218),17120
1,(-2809/214),17220
1,(-2809/213),17340
1,(-2810/213),17440
1,(-2810/213),17560
1,(-2810/213),17660
1,(-2810/213),17760
1,(-2810/213),17880
1,(-2960/39),18020
1,(-2997/2),18160
1,(-2997/2),18260
1,(-2997/2),18360
1,(-2997/2),18460
1,(-2997/2),18580
1,(-2997/2),18700
1,(-2997/2),18840
1,(-2997/2),19020
1,(-2997/2),19140
1,(-2997/2),19260
1,(-2997/2),19360
1,(-2997/2),19480
1,(-2997/2),19580
1,(-2997/2),19720
1,(-2997/2),19820
1,(-2997/2),19920
1,(-2997/2),20120
1,(-3075/150),20260
1,(-3773/1600),20380
1,(-3915/1717),20500
1,(-3919/1707),20620
1,(-3919/1707),20720
1,(-4022/1762),20840
1,(-4053/1786),21060
1,(-1672/1991),21180
1,(-1175/1888),21300
1,(-1211/1893),21440
1,(-1275/1966),21540
1,(-1307/1996),21660
1,(-1308/2000),21780
1,(-1302/2000),21900
1,(-1281/2009),22220
1,(713/1546),22400
1,(713/1546),22520
1,(125/1362),22700
1,(-25/1286),22800
1,(-97/1266),22920
1,(-122/1267),23280
1,(-122/1267),23400
1,(-122/1267),23520
1,(-122/1267),23620
1,(-122/1267),23720
1,(-122/1267),23860
1,(-122/1267),24000
1,(-122/1267),24180
1,(1453/72),24280
1,(1453/72),24380
1,(1453/72),24500
1,(1453/72),24600
1,(1453/72),24720
1,(1453/72),24820
1,(1453/72),24940
1,(1453/72),25040
1,(1448/72),25220
1,(1448/72),25340
1,(1448/72),25440
1,(1448/72),25560
1,(1448/72),25680
1,(1448/72),25800
1,(1448/72),25920
1,(1448/72),26080
1,(1359/134),26180
1,(852/552),26300
1,(716/642),26440
1,(611/698),26600
1,(610/698),26740
1,(490/500),26960
1,(455/453),27060
1,(446/443),27180
1,(444/440),27300
1,(445/441),27420
1,(445/441),27520
1,(445/441),27620
1,(445/441),27740
1,(445/441),27840
1,(445/441),28040
1,(445/441),28160
1,(445/441),28260
1,(288/382),28400
1,(-35/179),28540
1,(-86/161),28640
1,(-127/169),28780
1,(-145/183),28920
1,(-146/185),29080
1,(-26/287),29180
1,(894/782),29300
1,(923/794),29420
1,(804/709),29600
1,(801/704),29720
1,(797/698),29820
1,(795/696),30000
1,(794/696),30100
1,(794/696),30200
1,(794/696),30320
1,(794/696),30420
1,(794/696),30520
1,(794/696),30680
1,(794/696),30780
1,(794/696),30900
1,(771/640),31020
1,(724/532),31180
1,(682/440),31320
1,(672/425),31440
1,(672/425),31560
1,(672/425),31700
1,(674/426),31840
1,(674/426),32060
1,(674/426),32180
1,(674/426),32320
1,(674/426),32420
1,(674/426),32540
1,(674/426),32640
1,(668/436),32780
1,(567/655),32980
1,(564/686),33080
1,(570/699),33200
1,(571/699),33320
1,(574/711),33460
1,(575/713),33580
1,(758/592),33720
1,(887/465),33860
1,(909/444),34060
1,(909/445),34160
1,(909/445),34280
1,(909/445),34400
1,(909/445),34500
1,(919/476),34620
1,(970/572),34760
1,(998/631),34860
1,(1000/642),34980
1,(947/616),35100
1,(-322/283),35280
1,(-323/286),35420
1,(-323/286),35520
1,(-323/286),35640
1,(-323/286),35760
1,(-323/286),35880
1,(-323/286),36020
1,(-323/286),36140
1,(-323/286),36240
1,(-323/286),36380
1,(-323/286),36500
1,(-323/286),36600
1,(-323/286),36720
1,(-323/286),36840
1,(-323/286),36960
1,(-323/286),37080
1,(-323/286),37220
1,(-323/286),37360
1,(-323/286),37480
1,(-191/403),37620
