ID,Mouse Position (x/y),Current Time (ms)
1,(708/422),1260
1,(741/422),1320
1,(1244/270),1420
1,(1398/109),1540
1,(1455/85),1760
1,(1466/86),1880
1,(1483/65),2000
1,(1483/65),2120
1,(1483/65),2260
1,(1483/65),2260
1,(1483/65),2380
1,(1483/65),2500
1,(1483/65),2620
1,(1483/65),2740
1,(1483/65),2880
1,(1483/65),3000
1,(1483/65),3100
1,(1483/65),3220
1,(1483/65),3340
1,(1483/65),3460
1,(1483/65),3600
1,(1483/65),3720
1,(1483/65),3880
1,(1483/65),4000
1,(1483/65),4200
1,(1483/65),4320
1,(1483/65),4460
1,(1483/65),4560
1,(1483/65),4680
1,(1483/65),4800
1,(1483/65),4920
1,(1483/65),5020
1,(1483/65),5200
1,(1483/65),5340
1,(1483/65),5460
1,(1483/65),5560
1,(1483/65),5680
1,(1483/65),5780
1,(1483/65),5880
1,(1483/65),6000
1,(1483/65),6180
1,(1483/65),6320
1,(1483/65),6440
1,(1483/65),6540
1,(1483/65),6660
1,(1483/65),6760
1,(1483/65),6860
1,(1483/65),6940
1,(1483/65),7060
1,(1483/65),7160
1,(1483/65),7260
1,(1480/68),7380
1,(1451/101),7500
1,(1450/101),7660
1,(1450/101),7720
1,(1450/101),7820
1,(1450/101),7940
1,(1450/101),8060
1,(1116/221),8180
1,(928/243),8320
1,(839/291),8440
1,(813/316),8639.999
1,(813/316),8840
1,(813/316),8840
1,(813/316),8840
1,(813/316),9019.999
1,(813/316),9139.999
1,(813/316),9280
1,(813/316),9400
1,(813/316),9519.999
1,(813/316),9679.999
1,(813/316),9800
1,(-136/279),10000
1,(-335/259),10100
1,(-335/259),10200
1,(-335/259),10320
1,(-335/259),10460
1,(-335/259),10580
1,(-335/259),10720
1,(-335/259),10840
1,(-335/259),11040
1,(-335/259),11180
1,(-335/259),11320
1,(-335/259),11460
1,(-335/259),11580
1,(-335/259),11740
1,(-335/259),11880
1,(-335/259),12080
1,(-335/259),12200
1,(-335/259),12320
1,(-335/259),12460
1,(-335/259),12580
1,(-335/259),12760
1,(-335/259),12900
1,(-335/259),13120
1,(-335/259),13220
1,(-335/259),13340
1,(-335/259),13440
1,(-335/259),13560
1,(-335/259),13680
1,(-335/259),13800
1,(-335/259),14020
1,(-335/259),14140
1,(-335/261),14260
1,(-334/264),14380
1,(-334/264),14480
1,(-334/264),14600
1,(-334/264),14720
1,(-334/264),14840
1,(-334/264),15020
1,(-334/264),15160
1,(-334/264),15280
1,(-334/264),15380
1,(-334/264),15520
1,(-334/264),15620
1,(-334/264),15760
1,(-334/264),15860
1,(-334/264),16060
1,(-334/264),16180
1,(-334/264),16300
1,(-334/264),16400
1,(-334/264),16540
1,(-334/264),16640
1,(-334/264),16740
1,(-334/264),16960
1,(-334/264),17100
1,(-334/264),17200
1,(-334/264),17320
1,(-334/264),17420
1,(-334/264),17580
1,(-334/264),17780
1,(-334/264),17900
1,(-334/264),18120
1,(-334/264),18260
1,(-334/264),18380
1,(-334/264),18500
1,(-334/264),18620
1,(493/2019),18780

