ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition
TrevTs,Blue_Square,2 & 4,Blue_Square,3,42.9969980716705,1599562947.93095,1599562950.26508,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Blue_Square,4,35.497465133667,1599562956.29647,1599562957.92396,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Blue_Square,3,31.4972019195557,1599562958.3408,1599562961.50806,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Any -- DISTRACTOR AUDIO PROMPT,0,30.9987189769745,63735188562.1856,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Blue_Square,4,28.9959557056427,1599562962.30424,1599562964.0098,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Blue_Square,4,23.4983344078064,1599562968.31453,1599562969.56327,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Blue_Square,3,17.4986033439636,1599562974.31481,1599562975.63179,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Any -- DISTRACTOR AUDIO PROMPT,3,16.4963440895081,63735188576.4875,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Blue_Square,4,10.9960043430328,1599562980.33952,1599562982.08056,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Blue_Square,3,9.49746108055115,1599562982.49545,1599562983.69081,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Blue_Square,4,5.49675440788269,1599562986.35396,1599562987.65213,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Blue_Square,3,2.99002408981323,1599562988.51781,1599562990.24312,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,2 & 4,Any -- TARGET AUDIO PROMPT,0,2.4978346824646,63735188590.8251,0,WM_Low_AL_High_VL_Low
TrevTs,Blue_Square,4 & 3,Blue_Square,4,43.4971413612366,1599563014.14959,1599563016.01548,WM_Low_AL_Low_VL_High
TrevTs,Blue_Square,4 & 3,Any -- TARGET AUDIO PROMPT,3,30.998105764389,63735188628.4665,0,WM_Low_AL_Low_VL_High

