ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition
TrevTs,Red_Tri,2 & 4,Red_Tri,3,43.9598226547241,1600088864.71011,1600088865.99712,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Red_Tri,3,40.4920928478241,1600088866.01308,1600088869.28484,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Red_Tri,4,32.9803860187531,1600088875.33312,1600088876.86054,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Any -- TARGET AUDIO PROMPT,0,30.9771790504456,63735714479.036,0,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Green_Square,3,27.9892258644104,1600088864.71011,1600088881.77073,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Red_Tri,3,25.4773178100586,1600088881.79068,1600088884.53216,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Red_Tri,4,18.4920172691345,1600088887.79591,1600088891.30412,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Red_Tri,3,16.9604752063751,1600088891.33607,1600088893.14965,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Any -- DISTRACTOR AUDIO PROMPT,1,16.4707067012787,63735714493.3687,0,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Red_Tri,3,14.4870100021362,1600088893.82706,1600088895.40664,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Red_Tri,4,8.4757387638092,1600088899.83753,1600088901.48473,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Red_Tri,3,2.49842762947083,1600088905.85572,1600088907.21068,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Any -- TARGET AUDIO PROMPT,3,2.49842762947083,63735714507.7118,0,WM_Low_AL_High_VL_Low
TrevTs,Red_Tri,2 & 4,Green_Circle,4,0.998894214630127,1600088893.82706,1600088908.97509,WM_Low_AL_High_VL_Low

