ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Left,Shape Display Timestamp,Bin Chosen Timestamp,Block Condition
TrevTs,Green_Tri,4 & 3,Green_Tri,4,42.9810466766357,1599993240.11049,1599993242.42121,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 3,Green_Tri,3,35.9795353412628,1599993248.14858,1599993249.57614,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 3,Any -- TARGET AUDIO PROMPT,1,30.9816048145294,63735618854.4219,0,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 3,Green_Tri,4,28.4796364307404,1599993255.58997,1599993257.0284,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 3,Green_Tri,3,22.481974363327,1599993261.60915,1599993263.0171,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 3,Any -- TARGET AUDIO PROMPT,1,16.4817581176758,63735618868.7408,0,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 3,Green_Tri,3,15.9816627502441,1599993267.62919,1599993269.57072,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 3,Green_Tri,4,13.9993777275085,1599993269.57749,1599993271.35401,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 3,Green_Tri,3,9.98125624656677,1599993273.63149,1599993275.25352,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 3,Green_Tri,3,4.48119187355042,1599993279.64912,1599993280.9235,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 3,Green_Tri,4,2.98143291473389,1599993280.9297,1599993282.62063,WM_Low_AL_High_VL_Low
TrevTs,Green_Tri,4 & 3,Any -- DISTRACTOR AUDIO PROMPT,0,2.48147773742676,63735618882.9987,0,WM_Low_AL_High_VL_Low

