ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Taken
,Red_Square,1 & 2 & 4,Red_Square,6,3.019999
,Red_Tri,6 & 3 & 4 & 1,Red_Tri,4,2.440002

