ID,Target Shape,Target Bins,Selected Shape,Selected Bin,Time Taken
1102,Red_Circle,1 & 3,Red_Circle,3,1.519999
1102,Red_Circle,1 & 3,Red_Circle,3,1.300001
1102,Red_Circle,1 & 3,Red_Circle,1,1.16
1102,Red_Circle,1 & 3,Red_Circle,3,1.98
1102,Red_Circle,1 & 3,Red_Circle,3,1.079998
1102,Red_Circle,1 & 3,Red_Circle,3,1.139999
1102,Red_Circle,1 & 3,Red_Circle,3,1.700001
1102,Red_Circle,1 & 3,Red_Circle,3,1.179996
1102,Blue_Square,3 & 2,Blue_Square,3,0.8799973
1102,Blue_Square,3 & 2,Blue_Square,2,1.140003
1102,Blue_Square,3 & 2,Blue_Square,3,1.040001
1102,Blue_Square,3 & 2,Blue_Square,3,1.200005
1102,Blue_Square,3 & 2,Blue_Square,2,1.080002
1102,Blue_Square,3 & 2,Blue_Square,3,1.199997
1102,Blue_Square,3 & 2,Blue_Square,3,1.18
1102,Green_Square,3 & 2,Green_Square,3,1.300003
1102,Green_Square,3 & 2,Green_Square,2,1.220001
1102,Green_Square,3 & 2,Green_Square,2,1.619995
1102,Red_Tri,2 & 5 & 3,Red_Tri,2,3.699997
1102,Red_Tri,2 & 5 & 3,Red_Tri,2,1.200005
1102,Red_Tri,2 & 5 & 3,Red_Tri,2,0.9799957
1102,Red_Tri,2 & 5 & 3,Red_Tri,2,1
1102,Red_Tri,2 & 5 & 3,Red_Tri,5,1.060005
1102,Green_Square,6 & 3 & 4,Green_Square,3,1.240005
1102,Green_Square,6 & 3 & 4,Green_Square,3,1.180008
1102,Green_Square,6 & 3 & 4,Green_Square,3,1.580002
1102,Green_Square,6 & 3 & 4,Green_Square,3,0.980011
1102,Green_Square,6 & 3 & 4,Green_Square,3,1.119995
1102,Green_Square,6 & 3 & 4,Green_Square,3,1
1102,Green_Square,6 & 3 & 4,Green_Square,3,1.140015
1102,Green_Square,6 & 3 & 4,Green_Square,3,0.9799957
1102,Green_Square,6 & 3 & 4,Green_Square,3,1.080002
1102,Green_Square,6 & 3 & 4,Green_Square,6,1.580002
1102,Blue_Circle,4 & 5 & 3,Blue_Circle,3,2.139999
1102,Blue_Circle,4 & 5 & 3,Blue_Circle,2,1.040009
1102,Blue_Circle,4 & 5 & 3,Blue_Circle,6,0.9799957
1102,Blue_Circle,4 & 5 & 3,Blue_Circle,3,1.580002
1102,Blue_Circle,2 & 5 & 7 & 3,Blue_Circle,2,3.820007
1102,Blue_Circle,2 & 5 & 7 & 3,Blue_Circle,2,1.220001
1102,Blue_Circle,2 & 5 & 7 & 3,Blue_Circle,2,0.9199982
1102,Blue_Circle,2 & 5 & 7 & 3,Blue_Circle,2,0.8799896
1102,Blue_Circle,2 & 5 & 7 & 3,Blue_Circle,5,1.320007
1102,Green_Square,3 & 6 & 2 & 8,Green_Square,3,0.9399872
1102,Green_Square,3 & 6 & 2 & 8,Green_Square,3,1.020004
1102,Green_Square,3 & 6 & 2 & 8,Green_Square,3,1.059998
1102,Green_Square,3 & 6 & 2 & 8,Green_Square,3,0.9599915
1102,Green_Square,3 & 6 & 2 & 8,Green_Square,6,1.139999
1102,Green_Square,3 & 6 & 2 & 8,Green_Square,2,1.059998
1102,Green_Square,3 & 6 & 2 & 8,Green_Square,2,0.8399963
1102,Green_Square,3 & 6 & 2 & 8,Green_Square,8,1.26001
1102,Blue_Square,8 & 3 & 5 & 7,Blue_Square,8,1.660004
1102,Blue_Square,8 & 3 & 5 & 7,Blue_Square,3,1.119995
1102,Blue_Square,8 & 3 & 5 & 7,Blue_Square,3,1.279999
1102,Blue_Square,8 & 3 & 5 & 7,Blue_Square,3,1.119995
1102,Blue_Square,8 & 3 & 5 & 7,Blue_Square,3,1.640015
1102,Blue_Square,8 & 3 & 5 & 7,Blue_Square,3,1

